slaughterhouse_id,year,supplier_type,distance_km,moran_i,z_score,p_value,connected_share,selected
SH_MT_01,2017,direct,160.0,-0.044721915854996734,0.2604894774679102,0.72,0.9333333333333333,False
SH_MT_01,2017,direct,170.0,-0.06952038083430341,0.023545821886013545,0.57,0.9333333333333333,False
SH_MT_01,2017,direct,180.0,-0.07293514244255471,0.05094279832316042,0.58,1.0,False
SH_MT_01,2017,direct,190.0,-0.08164487674214631,-0.0676159547128751,0.52,1.0,False
SH_MT_01,2017,direct,200.0,-0.12698871930965208,-1.1037546125037425,0.13,1.0,False
SH_MT_01,2017,direct,210.0,-0.1281163088805456,-1.0692005350569627,0.14,1.0,False
SH_MT_01,2017,direct,220.0,-0.08193030290834562,-0.2876044282496348,0.42,1.0,False
SH_MT_01,2017,tier1_indirect,50.0,,,,0.0,False
SH_MT_01,2017,tier1_indirect,60.0,,,,0.0,False
SH_MT_01,2017,tier1_indirect,70.0,,,,0.0,False
SH_MT_01,2017,tier1_indirect,80.0,,,,0.0,False
SH_MT_01,2017,tier1_indirect,90.0,-1.09375,-0.9242801904862034,0.34,0.4,False
SH_MT_01,2017,tier1_indirect,100.0,-1.09375,-0.8952425346566848,0.21,0.4,False
SH_MT_01,2017,tier1_indirect,110.0,-1.0416666666666667,-1.3352944262825122,0.1,0.6,False
SH_MT_01,2017,tier1_indirect,120.0,-1.0416666666666667,-1.4982852175552792,0.13,0.6,False
SH_MT_01,2017,tier1_indirect,130.0,-0.19680059523809523,0.05960451350059135,0.9,1.0,False
SH_MT_01,2017,tier1_indirect,140.0,-0.361297123015873,-0.39834059099498353,0.38,1.0,False
SH_MT_01,2017,tier1_indirect,150.0,-0.361297123015873,-0.5045294311869657,0.3,1.0,False
SH_MT_01,2017,tier1_indirect,160.0,-0.361297123015873,-0.22160114986343862,0.42,1.0,False
SH_MT_01,2017,tier1_indirect,170.0,-0.1461433531746032,0.42898667294164095,0.81,1.0,False
SH_MT_01,2017,tier1_indirect,180.0,-0.1461433531746032,0.4923731667212249,0.82,1.0,False
SH_MT_01,2017,tier1_indirect,190.0,-0.1461433531746032,0.425142586638144,0.79,1.0,False
SH_MT_01,2017,tier1_indirect,200.0,-0.1461433531746032,0.44418997955863704,0.68,1.0,False
SH_MT_01,2017,tier1_indirect,210.0,-0.26624503968253965,-0.02297616513049687,0.58,1.0,False
SH_MT_01,2017,tier1_indirect,220.0,-0.13504464285714288,1.0072004766031475,1.0,1.0,True
SH_MT_01,2018,direct,50.0,1.0153537475649372,3.0237544992243945,0.01,0.5625,True
SH_MT_01,2018,direct,60.0,0.49490264131486655,1.64406973159294,0.11,0.8125,False
SH_MT_01,2018,direct,70.0,0.31304256690045645,1.776519613496323,0.23,0.875,False
SH_MT_01,2018,direct,80.0,0.3089872719715403,1.2647172368477217,0.29,0.875,False
SH_MT_01,2018,direct,90.0,0.2882489343685352,1.5527867840936656,0.22,0.875,False
SH_MT_01,2018,direct,100.0,0.2986076225252876,1.648497161057956,0.18,0.875,False
SH_MT_01,2018,direct,110.0,0.32237139559823125,2.3791946846040943,0.07,0.875,False
SH_MT_01,2018,direct,120.0,0.3206109104305838,2.4763309468394286,0.02,0.9375,False
SH_MT_01,2018,direct,130.0,0.29451261759792885,2.6645290479856727,0.04,0.9375,False
SH_MT_01,2018,direct,140.0,0.2505536652018907,2.7959620157371092,0.04,0.9375,False
SH_MT_01,2018,direct,150.0,0.1503483766555572,2.586781370864859,0.21,0.9375,False
SH_MT_01,2018,direct,160.0,0.058676328011795564,1.5845001022144494,0.64,0.9375,False
SH_MT_01,2018,direct,170.0,0.15165493599015348,2.5705858316954173,0.15,1.0,False
SH_MT_01,2018,direct,180.0,-0.00913403570032636,0.5427292813272494,0.96,1.0,False
SH_MT_01,2018,direct,190.0,-0.01670779432046719,0.6242783761430928,0.89,1.0,False
SH_MT_01,2018,direct,200.0,-0.09559797897872829,-0.5333952103239713,0.27,1.0,False
SH_MT_01,2018,direct,210.0,-0.10496322242314293,-0.7286591318132721,0.21,1.0,False
SH_MT_01,2018,direct,220.0,-0.0905961111560992,-0.4155197912752551,0.37,1.0,False
SH_MT_01,2018,tier1_indirect,50.0,,,,,True
SH_MT_02,2013,direct,50.0,1.096479415036407,4.075903651986571,0.01,0.6086956521739131,False
SH_MT_02,2013,direct,60.0,1.1710902063146766,4.902025089684827,0.01,0.782608695652174,False
SH_MT_02,2013,direct,70.0,0.9534518294904387,5.374076174873138,0.01,0.8260869565217391,False
SH_MT_02,2013,direct,80.0,0.7589696669504784,5.693928949764214,0.01,0.9565217391304348,False
SH_MT_02,2013,direct,90.0,0.69818932736365,4.620314567215814,0.01,0.9565217391304348,False
SH_MT_02,2013,direct,100.0,0.7230253344512387,5.5076024564909725,0.01,0.9565217391304348,False
SH_MT_02,2013,direct,110.0,0.6714490135124124,6.987264313449292,0.01,0.9565217391304348,False
SH_MT_02,2013,direct,120.0,0.6754663671999364,7.137599412096056,0.01,1.0,False
SH_MT_02,2013,direct,130.0,0.6750884343048705,6.74022281090119,0.01,1.0,False
SH_MT_02,2013,direct,140.0,0.6381743603878537,7.429015478118176,0.01,1.0,False
SH_MT_02,2013,direct,150.0,0.5649386698081184,7.611130622223282,0.01,1.0,False
SH_MT_02,2013,direct,160.0,0.4876178043646692,6.617855025396973,0.01,1.0,False
SH_MT_02,2013,direct,170.0,0.4174046039053668,7.807218767007661,0.01,1.0,True
SH_MT_02,2013,direct,180.0,0.33212421428344835,6.3292022468094125,0.01,1.0,False
SH_MT_02,2013,direct,190.0,0.28965694500820616,5.797435267855245,0.01,1.0,False
SH_MT_02,2013,direct,200.0,0.24037630683741928,5.063857647697447,0.01,1.0,False
SH_MT_02,2013,direct,210.0,0.17834266181203165,5.123575104338696,0.01,1.0,False
SH_MT_02,2013,direct,220.0,0.1337160721286225,4.0389345714923675,0.01,1.0,False
SH_MT_02,2013,tier1_indirect,160.0,,,,,True
SH_MT_02,2014,direct,50.0,0.9047434586987618,4.432773654419789,0.01,0.7083333333333334,False
SH_MT_02,2014,direct,60.0,1.0043274270043194,4.950796626036303,0.01,0.875,False
SH_MT_02,2014,direct,70.0,0.9068240443567129,6.132571809373512,0.01,0.875,False
SH_MT_02,2014,direct,80.0,0.7387194995690906,6.422747326903237,0.01,0.9166666666666666,False
SH_MT_02,2014,direct,90.0,0.6613430858139466,5.562996631722874,0.01,0.9166666666666666,False
SH_MT_02,2014,direct,100.0,0.6711350341380252,6.07805264402134,0.01,0.9166666666666666,False
SH_MT_02,2014,direct,110.0,0.5792382110385756,5.762661901928624,0.01,0.9583333333333334,False
SH_MT_02,2014,direct,120.0,0.5533070216390228,5.134256542463444,0.01,1.0,False
SH_MT_02,2014,direct,130.0,0.5319188779269541,7.088865596168186,0.01,1.0,True
SH_MT_02,2014,direct,140.0,0.4696332741801203,5.945595324740704,0.01,1.0,False
SH_MT_02,2014,direct,150.0,0.44219752481702984,6.7551079289353195,0.01,1.0,False
SH_MT_02,2014,direct,160.0,0.3917169449394111,6.251801721947591,0.01,1.0,False
SH_MT_02,2014,direct,170.0,0.34227785586680104,5.557024991104427,0.01,1.0,False
SH_MT_02,2014,direct,180.0,0.2552132326213891,5.600772364221326,0.01,1.0,False
SH_MT_02,2014,direct,190.0,0.2189480701753316,4.974954943965271,0.01,1.0,False
SH_MT_02,2014,direct,200.0,0.17256166103715787,4.878456157424216,0.01,1.0,False
SH_MT_02,2014,direct,210.0,0.14008362244773886,5.334612368990136,0.01,1.0,False
SH_MT_02,2014,direct,220.0,0.12464723977269124,4.933868934827587,0.02,1.0,False
SH_MT_02,2014,tier1_indirect,160.0,,,,,True
SH_MT_02,2015,direct,50.0,1.0439002737613292,4.9320776329841545,0.01,0.6666666666666666,False
SH_MT_02,2015,direct,60.0,1.0149768112807243,4.496391929553706,0.01,0.8095238095238095,False
SH_MT_02,2015,direct,70.0,0.9741439465428648,5.127260952368044,0.01,0.8571428571428571,False
SH_MT_02,2015,direct,80.0,0.7773678149596893,6.00278423339782,0.01,0.9523809523809523,False
SH_MT_02,2015,direct,90.0,0.69948091711148,5.637569369593055,0.01,0.9523809523809523,False
SH_MT_02,2015,direct,100.0,0.7090973204433698,6.8820722273686155,0.01,0.9523809523809523,True
SH_MT_02,2015,direct,110.0,0.6839804006599015,6.051680655721347,0.01,1.0,False
SH_MT_02,2015,direct,120.0,0.5854241309448177,5.181759961951878,0.01,1.0,False
SH_MT_02,2015,direct,130.0,0.5248536075494785,6.53622874439943,0.01,1.0,False
SH_MT_02,2015,direct,140.0,0.41941708745040746,5.942778803371157,0.01,1.0,False
SH_MT_02,2015,direct,150.0,0.38177330966637474,5.733050497641804,0.01,1.0,False
SH_MT_02,2015,direct,160.0,0.29075243454209815,4.418189512710003,0.01,1.0,False
SH_MT_02,2015,direct,170.0,0.1947575625854243,3.9661789714855216,0.01,1.0,False
SH_MT_02,2015,direct,180.0,0.12941965601883534,3.307414685063295,0.04,1.0,False
SH_MT_02,2015,direct,190.0,0.11042621773607081,2.697496692247465,0.07,1.0,False
SH_MT_02,2015,direct,200.0,0.07678316457073979,2.5521977653335677,0.29,1.0,False
SH_MT_02,2015,direct,210.0,0.04548786219272942,2.1180882074867764,0.67,1.0,False
SH_MT_02,2015,direct,220.0,0.045066493340308975,2.5906719745155184,0.63,1.0,False
SH_MT_02,2015,tier1_indirect,50.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,60.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,70.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,80.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,90.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,100.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,110.0,,,,0.0,False
SH_MT_02,2015,tier1_indirect,120.0,-0.9734449760765552,-1.0920793956575152,0.21,0.6666666666666666,False
SH_MT_02,2015,tier1_indirect,130.0,-0.9734449760765552,-1.4154560436647565,0.14,0.6666666666666666,False
SH_MT_02,2015,tier1_indirect,140.0,-0.9734449760765552,-1.1753418555768942,0.16,0.6666666666666666,False
SH_MT_02,2015,tier1_indirect,150.0,-0.9734449760765552,-1.2299707763202454,0.2,0.6666666666666666,False
SH_MT_02,2015,tier1_indirect,160.0,-0.9734449760765552,-1.0599316914583214,0.22,0.6666666666666666,True
SH_MT_02,2015,tier1_indirect,170.0,-0.9734449760765552,-1.1381907445833936,0.21,0.6666666666666666,False
SH_MT_02,2015,tier1_indirect,180.0,-0.9734449760765552,-1.2424833888227729,0.14,0.6666666666666666,False
SH_MT_02,2015,tier1_indirect,190.0,-0.8961722488038278,-1.199843395263857,0.05,1.0,False
SH_MT_02,2015,tier1_indirect,200.0,-0.8961722488038278,-1.2769955836509301,0.05,1.0,False
SH_MT_02,2015,tier1_indirect,210.0,-0.8575358851674643,-1.4690872554083798,0.06,1.0,False
SH_MT_02,2015,tier1_indirect,220.0,-0.8575358851674643,-1.573314495418979,0.05,1.0,False
SH_MT_02,2016,direct,50.0,1.0395455147884674,3.579582573374578,0.01,0.55,False
SH_MT_02,2016,direct,60.0,1.1072118117233982,4.145142004295266,0.01,0.6,False
SH_MT_02,2016,direct,70.0,1.0588776476419892,5.620340108846364,0.01,0.75,False
SH_MT_02,2016,direct,80.0,0.8094876980684582,4.30395118666835,0.01,0.9,False
SH_MT_02,2016,direct,90.0,0.7273182368178541,4.452197124591221,0.01,0.95,False
SH_MT_02,2016,direct,100.0,0.7213345830183189,5.473471298252232,0.01,0.95,False
SH_MT_02,2016,direct,110.0,0.6745356897344069,4.830535084808751,0.01,0.95,False
SH_MT_02,2016,direct,120.0,0.7412439719658149,5.718564870998673,0.01,1.0,False
SH_MT_02,2016,direct,130.0,0.6755842371733252,6.857830036718233,0.01,1.0,False
SH_MT_02,2016,direct,140.0,0.6175757803294987,6.290467089397068,0.01,1.0,False
SH_MT_02,2016,direct,150.0,0.6247833043208944,6.162861491087977,0.01,1.0,False
SH_MT_02,2016,direct,160.0,0.5666168510657974,7.03763757395149,0.01,1.0,True
SH_MT_02,2016,direct,170.0,0.49716154589465766,5.60977575581842,0.01,1.0,False
SH_MT_02,2016,direct,180.0,0.3957087589797136,6.099205318545413,0.01,1.0,False
SH_MT_02,2016,direct,190.0,0.37666690476831466,5.218356557740012,0.01,1.0,False
SH_MT_02,2016,direct,200.0,0.28543515369454814,4.80531715422928,0.01,1.0,False
SH_MT_02,2016,direct,210.0,0.2203520460089998,4.294919792629584,0.01,1.0,False
SH_MT_02,2016,direct,220.0,0.17529090890346968,4.286833242601646,0.01,1.0,False
SH_MT_02,2016,tier1_indirect,50.0,-0.3668779993836129,-0.544739669817431,0.51,0.42857142857142855,False
SH_MT_02,2016,tier1_indirect,60.0,-0.3668779993836129,-0.5014796677300546,0.57,0.42857142857142855,False
SH_MT_02,2016,tier1_indirect,70.0,-0.3668779993836129,-0.43117684480553753,0.58,0.42857142857142855,False
SH_MT_02,2016,tier1_indirect,80.0,-0.5347856954167216,-0.8644361201826282,0.28,0.5714285714285714,False
SH_MT_02,2016,tier1_indirect,90.0,-0.3774397921894949,-0.6244711355054299,0.39,0.7142857142857143,False
SH_MT_02,2016,tier1_indirect,100.0,0.014869017743142695,0.5912097895785202,0.94,0.7142857142857143,False
SH_MT_02,2016,tier1_indirect,110.0,-0.05683221062827459,0.6003128585141493,0.79,0.7142857142857143,False
SH_MT_02,2016,tier1_indirect,120.0,-0.10409060890239068,0.31470862165496316,0.69,0.7142857142857143,False
SH_MT_02,2016,tier1_indirect,130.0,-0.10409060890239068,0.36604463387742764,0.77,0.7142857142857143,False
SH_MT_02,2016,tier1_indirect,140.0,-0.10409060890239068,0.42351505256100463,0.77,0.7142857142857143,False
SH_MT_02,2016,tier1_indirect,150.0,0.1346299476070973,1.3489723891728134,0.67,0.8571428571428571,False
SH_MT_02,2016,tier1_indirect,160.0,0.043830222046111665,1.3813285679588394,0.82,0.8571428571428571,True
SH_MT_02,2016,tier1_indirect,170.0,-0.05496892381749071,0.9099140309187733,0.79,0.8571428571428571,False
SH_MT_02,2016,tier1_indirect,180.0,-0.0807603575045128,0.8775607922501084,0.78,0.8571428571428571,False
SH_MT_02,2016,tier1_indirect,190.0,-0.2338204992735437,-0.37919501640686204,0.5,1.0,False
SH_MT_02,2016,tier1_indirect,200.0,-0.2338204992735437,-0.21439638760628507,0.51,1.0,False
SH_MT_02,2016,tier1_indirect,210.0,-0.2338204992735437,-0.38829505565823996,0.43,1.0,False
SH_MT_02,2016,tier1_indirect,220.0,-0.2338204992735437,-0.4600154141398712,0.41,1.0,False
SH_MT_02,2017,direct,50.0,1.0832289623745763,3.736951694398787,0.01,0.65,False
SH_MT_02,2017,direct,60.0,1.0709315862200308,3.740007121530402,0.01,0.75,False
SH_MT_02,2017,direct,70.0,1.0253027834415602,4.439893304815695,0.01,0.8,False
SH_MT_02,2017,direct,80.0,0.8410877169327946,5.653746828995259,0.01,0.85,False
SH_MT_02,2017,direct,90.0,0.842151301517077,5.997178948904119,0.01,0.85,False
SH_MT_02,2017,direct,100.0,0.8482342697630563,5.22193352332883,0.01,0.85,False
SH_MT_02,2017,direct,110.0,0.6935320977680053,5.834790980177275,0.01,0.9,False
SH_MT_02,2017,direct,120.0,0.6850326141367524,6.59850404455274,0.01,0.95,True
SH_MT_02,2017,direct,130.0,0.5722854571445782,5.141735877970086,0.01,1.0,False
SH_MT_02,2017,direct,140.0,0.5272658317312989,4.695612304489322,0.01,1.0,False
SH_MT_02,2017,direct,150.0,0.455397332035447,5.1733868726548256,0.01,1.0,False
SH_MT_02,2017,direct,160.0,0.40788404804791256,5.241414348124595,0.01,1.0,False
SH_MT_02,2017,direct,170.0,0.3623603729010215,4.982701818126529,0.01,1.0,False
SH_MT_02,2017,direct,180.0,0.2783746265839773,5.112222646664593,0.01,1.0,False
SH_MT_02,2017,direct,190.0,0.2410335362234992,5.7097580318920516,0.02,1.0,False
SH_MT_02,2017,direct,200.0,0.2136262557429086,5.067647517092954,0.01,1.0,False
SH_MT_02,2017,direct,210.0,0.16049052677793743,4.210546135739571,0.01,1.0,False
SH_MT_02,2017,direct,220.0,0.14599254669744754,4.171714630262878,0.02,1.0,False
