slaughterhouse_id,year,paper_analogue_area_ha,radial_buffer_area_ha,supplier_hull_proxy_area_ha,radial_overestimate_percent,note
SH_MT_03,2016,962000.6016609218,7143852.4277538285,4478926.099188793,642.6037380246707,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_03,2017,1219248.037508542,7954528.508322034,5315199.107397291,552.4126562940074,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_03,2018,1702705.7205041451,7954528.508322034,5400323.607130991,367.16989392429014,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_04,2013,1973934.3653337879,12872282.763457919,7835037.884126281,552.1130078852061,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_04,2014,1195130.9836230646,12872282.763457919,6782285.372232365,977.0604176318251,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_04,2015,216988.59341565365,12872282.763457919,7633230.670510818,5832.239368361796,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_04,2016,713455.5034495691,7423594.024437299,5936094.772786372,940.5125461285392,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_04,2017,930969.0525744278,12872282.763457919,7835037.884126281,1282.6756891501313,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_MT_04,2018,1819809.4744351234,12872282.763457919,7835037.884126281,607.3423313972761,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_01,2013,239464.6225340013,12605866.460380211,6968617.228047632,5164.187388928533,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_01,2014,104271.47748764057,12605866.460380211,6739806.6344164815,11989.467574557386,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_01,2015,225800.86960069704,12605866.460380211,6644280.906638548,5482.736011013705,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_01,2016,97849.1355805637,9195038.494440809,5504311.45908432,9297.15863598009,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_01,2017,110310.3595323802,12605866.460380211,6081159.41080597,11327.636093126792,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_01,2018,204346.33158803367,12605866.460380211,6968617.228047632,6068.8733839342385,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_02,2013,1305694.7853756337,21804796.553439714,9538654.71347791,1569.976536451183,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_02,2014,549034.8715895001,21804796.553439714,9140122.223900404,3871.4775293440057,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_02,2015,2331332.8084938326,21804796.553439714,8663564.413745936,835.2931710992732,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_02,2016,589353.0950669692,16185333.517617041,7501711.989372533,2646.288032266612,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_02,2017,478257.7945683136,21804796.553439714,9405212.556754395,4459.214047545471,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_02,2018,1081430.7884923401,21804796.553439714,9538654.71347791,1916.2914525337799,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_03,2013,608517.5476268401,11123619.537996955,3593577.70718036,1727.9866507347244,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_03,2014,518402.74711137067,11123619.537996955,6299150.557401434,2045.748570967202,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_03,2015,483796.93383013736,6612465.328660093,5173332.948787143,1266.785290743854,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_03,2016,830818.9501579206,11123619.537996955,6604948.281149094,1238.8740754989517,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_03,2017,553997.7049150362,11123619.537996955,6604948.281149094,1907.8818809733027,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_03,2018,472732.9870192316,11123619.537996955,3593577.70718036,2253.044920375829,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_04,2013,953808.8422909769,12583038.92621115,5356103.447905858,1219.2411695395526,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_04,2014,1839797.7169252087,12583038.92621115,6059539.394119303,583.9360007055968,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_04,2015,1766926.0916703457,8575338.367214644,4968211.62924257,385.32524408579167,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_04,2016,426436.13039798784,12583038.92621115,6277817.794337954,2850.744092548525,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_04,2017,1431938.2950104352,12583038.92621115,5213667.52767013,778.7417006763866,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_PA_04,2018,264507.73804190615,12583038.92621115,5356103.447905858,4657.1534274803,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_01,2013,1209438.1277485604,4751279.501742006,3522323.8655308806,292.8501502252778,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_01,2014,1482174.8912904658,5340771.616991715,4460085.517792908,260.333429501139,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_01,2015,306950.0945174931,5340771.616991715,4529850.271960635,1639.9478652668552,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_01,2016,291873.4887578309,5340771.616991715,4553578.212619949,1729.8241610504688,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_01,2017,1433220.3035164617,5340771.616991715,4089580.4392882627,272.6413590351688,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_01,2018,1045401.9174532944,4751279.501742006,3522323.8655308806,354.4930923138736,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_02,2013,1649347.2341330522,4696774.0757010225,3737817.894163923,184.76563203319597,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_02,2014,586102.5482713218,3801514.1263419776,3613026.680109044,548.6090424882711,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_02,2015,951362.6388220157,4696774.0757010225,3228918.860218969,393.6891448161768,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_02,2016,1354557.8792558468,4696774.0757010225,3737817.894163923,246.7385297910849,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_02,2017,1034432.6946812549,4696774.0757010225,2962227.1309984797,354.04346748226703,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_02,2018,1649347.2341330522,4696774.0757010225,3737817.894163923,184.76563203319597,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_03,2013,879655.7847778469,5883738.736421649,4282824.600848918,568.8683048799094,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_03,2014,657194.1853843365,11418710.650753723,4934699.079523286,1637.494169105574,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_03,2015,824276.930858844,11418710.650753723,4767919.221559268,1285.3002823767195,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_03,2016,990476.7825812334,11418710.650753723,4657863.863292021,1052.8499053754674,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_03,2017,651684.6975404301,11418710.650753723,5035092.875474863,1652.183332499581,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_03,2018,999236.7706038408,5883738.736421649,4282824.600848918,488.8232808792748,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_04,2013,167107.62818653535,7382699.111142579,3359006.3848196524,4317.930642221537,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_04,2014,699077.6814859929,7382699.111142579,3577350.9153268416,956.0627676525963,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_04,2015,1185459.292649686,7382699.111142579,3952310.583388778,522.7712041162624,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_04,2016,1293109.397079081,6515241.584149489,3722284.6482317704,403.8430312908046,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_04,2017,1218536.7490973778,7382699.111142579,3795279.1237296984,505.8659385210384,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
SH_RO_04,2018,167107.62818653535,7382699.111142579,3359006.3848196524,4317.930642221537,"Supplier hull is a transparent proxy, not a reconstruction of the unpublished cost-distance parameters."
