distance_type,slaughterhouse_id,year,entity_id,distance_km
tier1_to_nearest_direct,SH_MT_03,2017,GTA_MT_0044,2.400817190791847
tier1_to_nearest_direct,SH_MT_03,2017,GTA_MT_0059,117.25047115522814
tier1_to_nearest_direct,SH_MT_03,2018,GTA_MT_0003,50.71124011892917
tier1_to_nearest_direct,SH_MT_03,2018,GTA_MT_0023,83.55336449331081
tier1_to_nearest_direct,SH_MT_03,2018,GTA_MT_0043,26.266284475965897
tier1_to_nearest_direct,SH_MT_03,2018,GTA_MT_0063,29.669203865981594
tier1_to_nearest_direct,SH_MT_04,2013,GTA_MT_0003,19.82212375858827
tier1_to_nearest_direct,SH_MT_04,2013,GTA_MT_0023,29.49660000215189
tier1_to_nearest_direct,SH_MT_04,2013,GTA_MT_0043,50.03155212851966
tier1_to_nearest_direct,SH_MT_04,2013,GTA_MT_0048,49.740088242870996
tier1_to_nearest_direct,SH_MT_04,2013,GTA_MT_0063,29.669203865981594
tier1_to_nearest_direct,SH_MT_04,2014,GTA_MT_0027,59.125848680878725
tier1_to_nearest_direct,SH_MT_04,2014,GTA_MT_0032,36.22815360436344
tier1_to_nearest_direct,SH_MT_04,2014,GTA_MT_0047,54.599909989255195
tier1_to_nearest_direct,SH_MT_04,2014,GTA_MT_0067,50.03155212851966
tier1_to_nearest_direct,SH_MT_04,2015,GTA_MT_0016,23.725286580999175
tier1_to_nearest_direct,SH_MT_04,2015,GTA_MT_0036,46.45333769949157
tier1_to_nearest_direct,SH_MT_04,2015,GTA_MT_0051,6.889188860806884
tier1_to_nearest_direct,SH_MT_04,2015,GTA_MT_0056,26.266284475965897
tier1_to_nearest_direct,SH_MT_04,2015,GTA_MT_0071,43.896423239138315
tier1_to_nearest_direct,SH_MT_04,2016,GTA_MT_0055,6.889188860806884
tier1_to_nearest_direct,SH_MT_04,2017,GTA_MT_0004,50.81956088395515
tier1_to_nearest_direct,SH_MT_04,2017,GTA_MT_0059,81.04278516590838
tier1_to_nearest_direct,SH_MT_04,2018,GTA_MT_0003,19.82212375858827
tier1_to_nearest_direct,SH_MT_04,2018,GTA_MT_0023,29.49660000215189
tier1_to_nearest_direct,SH_MT_04,2018,GTA_MT_0043,50.03155212851966
tier1_to_nearest_direct,SH_MT_04,2018,GTA_MT_0048,49.740088242870996
tier1_to_nearest_direct,SH_MT_04,2018,GTA_MT_0063,29.669203865981594
tier1_to_nearest_direct,SH_PA_01,2013,GTA_PA_0013,33.987784932101576
tier1_to_nearest_direct,SH_PA_01,2013,GTA_PA_0033,27.145565037069545
tier1_to_nearest_direct,SH_PA_01,2013,GTA_PA_0053,56.082689884779946
tier1_to_nearest_direct,SH_PA_01,2014,GTA_PA_0017,48.5613580141973
tier1_to_nearest_direct,SH_PA_01,2015,GTA_PA_0021,164.38334500895155
tier1_to_nearest_direct,SH_PA_01,2016,GTA_PA_0025,43.05572538723514
tier1_to_nearest_direct,SH_PA_01,2016,GTA_PA_0045,183.92708704326037
tier1_to_nearest_direct,SH_PA_01,2017,GTA_PA_0009,33.987784932101576
tier1_to_nearest_direct,SH_PA_01,2017,GTA_PA_0029,27.309676269217285
tier1_to_nearest_direct,SH_PA_01,2017,GTA_PA_0034,86.86141583918673
tier1_to_nearest_direct,SH_PA_01,2017,GTA_PA_0049,36.78337627655128
tier1_to_nearest_direct,SH_PA_01,2018,GTA_PA_0013,33.987784932101576
tier1_to_nearest_direct,SH_PA_01,2018,GTA_PA_0033,27.145565037069545
tier1_to_nearest_direct,SH_PA_01,2018,GTA_PA_0053,56.082689884779946
tier1_to_nearest_direct,SH_PA_02,2013,GTA_PA_0013,33.987784932101576
tier1_to_nearest_direct,SH_PA_02,2013,GTA_PA_0018,26.87484012761093
tier1_to_nearest_direct,SH_PA_02,2013,GTA_PA_0033,27.145565037069545
tier1_to_nearest_direct,SH_PA_02,2013,GTA_PA_0038,98.9773244053875
tier1_to_nearest_direct,SH_PA_02,2013,GTA_PA_0053,56.082689884779946
tier1_to_nearest_direct,SH_PA_02,2013,GTA_PA_0058,9.812255021193213
tier1_to_nearest_direct,SH_PA_02,2014,GTA_PA_0017,48.5613580141973
tier1_to_nearest_direct,SH_PA_02,2014,GTA_PA_0022,23.919416375828963
tier1_to_nearest_direct,SH_PA_02,2014,GTA_PA_0042,15.186568084800696
tier1_to_nearest_direct,SH_PA_02,2014,GTA_PA_0062,36.693043774700975
tier1_to_nearest_direct,SH_PA_02,2015,GTA_PA_0021,68.25648503633914
tier1_to_nearest_direct,SH_PA_02,2015,GTA_PA_0026,20.068365990973803
tier1_to_nearest_direct,SH_PA_02,2015,GTA_PA_0046,18.58742393301147
tier1_to_nearest_direct,SH_PA_02,2015,GTA_PA_0066,37.423425905106
tier1_to_nearest_direct,SH_PA_02,2016,GTA_PA_0010,23.919416375828963
tier1_to_nearest_direct,SH_PA_02,2016,GTA_PA_0025,43.05572538723514
tier1_to_nearest_direct,SH_PA_02,2016,GTA_PA_0030,36.693043774700975
tier1_to_nearest_direct,SH_PA_02,2016,GTA_PA_0045,183.92708704326037
tier1_to_nearest_direct,SH_PA_02,2016,GTA_PA_0050,18.58742393301147
tier1_to_nearest_direct,SH_PA_02,2016,GTA_PA_0070,5.733888042760163
tier1_to_nearest_direct,SH_PA_02,2017,GTA_PA_0009,33.987784932101576
tier1_to_nearest_direct,SH_PA_02,2017,GTA_PA_0014,13.727958710772574
tier1_to_nearest_direct,SH_PA_02,2017,GTA_PA_0029,27.309676269217285
tier1_to_nearest_direct,SH_PA_02,2017,GTA_PA_0049,29.91105026277813
tier1_to_nearest_direct,SH_PA_02,2017,GTA_PA_0054,5.733888042760163
tier1_to_nearest_direct,SH_PA_02,2018,GTA_PA_0013,33.987784932101576
tier1_to_nearest_direct,SH_PA_02,2018,GTA_PA_0018,26.87484012761093
tier1_to_nearest_direct,SH_PA_02,2018,GTA_PA_0033,27.145565037069545
tier1_to_nearest_direct,SH_PA_02,2018,GTA_PA_0038,98.9773244053875
tier1_to_nearest_direct,SH_PA_02,2018,GTA_PA_0053,56.082689884779946
tier1_to_nearest_direct,SH_PA_02,2018,GTA_PA_0058,9.812255021193213
tier1_to_nearest_direct,SH_PA_03,2013,GTA_PA_0003,65.05045824845499
tier1_to_nearest_direct,SH_PA_03,2013,GTA_PA_0023,40.622707369849266
tier1_to_nearest_direct,SH_PA_03,2013,GTA_PA_0063,6.132678747791739
tier1_to_nearest_direct,SH_PA_03,2014,GTA_PA_0007,33.17878696368425
tier1_to_nearest_direct,SH_PA_03,2014,GTA_PA_0067,6.132678747791739
tier1_to_nearest_direct,SH_PA_03,2015,GTA_PA_0011,26.68365945125599
tier1_to_nearest_direct,SH_PA_03,2015,GTA_PA_0051,29.975153771102864
tier1_to_nearest_direct,SH_PA_03,2015,GTA_PA_0071,6.651009818488532
tier1_to_nearest_direct,SH_PA_03,2016,GTA_PA_0015,6.651009818488532
tier1_to_nearest_direct,SH_PA_03,2016,GTA_PA_0020,115.36668454918622
tier1_to_nearest_direct,SH_PA_03,2016,GTA_PA_0035,22.73559404052533
tier1_to_nearest_direct,SH_PA_03,2016,GTA_PA_0055,12.41985656641902
tier1_to_nearest_direct,SH_PA_03,2017,GTA_PA_0019,12.41985656641902
tier1_to_nearest_direct,SH_PA_03,2017,GTA_PA_0024,26.68365945125599
tier1_to_nearest_direct,SH_PA_03,2017,GTA_PA_0059,69.47943957177402
tier1_to_nearest_direct,SH_PA_03,2018,GTA_PA_0003,65.05045824845499
tier1_to_nearest_direct,SH_PA_03,2018,GTA_PA_0023,40.622707369849266
tier1_to_nearest_direct,SH_PA_03,2018,GTA_PA_0063,6.132678747791739
tier1_to_nearest_direct,SH_PA_04,2013,GTA_PA_0003,65.05045824845499
tier1_to_nearest_direct,SH_PA_04,2013,GTA_PA_0023,40.622707369849266
tier1_to_nearest_direct,SH_PA_04,2013,GTA_PA_0028,52.263109965475
tier1_to_nearest_direct,SH_PA_04,2013,GTA_PA_0048,60.62641014868053
tier1_to_nearest_direct,SH_PA_04,2013,GTA_PA_0063,6.132678747791739
tier1_to_nearest_direct,SH_PA_04,2014,GTA_PA_0007,33.17878696368425
tier1_to_nearest_direct,SH_PA_04,2014,GTA_PA_0032,44.36176767048402
tier1_to_nearest_direct,SH_PA_04,2014,GTA_PA_0067,6.132678747791739
tier1_to_nearest_direct,SH_PA_04,2015,GTA_PA_0011,80.4208876691699
tier1_to_nearest_direct,SH_PA_04,2015,GTA_PA_0051,29.975153771102864
tier1_to_nearest_direct,SH_PA_04,2015,GTA_PA_0071,6.651009818488532
tier1_to_nearest_direct,SH_PA_04,2016,GTA_PA_0015,6.651009818488532
tier1_to_nearest_direct,SH_PA_04,2016,GTA_PA_0035,22.73559404052533
tier1_to_nearest_direct,SH_PA_04,2016,GTA_PA_0055,12.41985656641902
tier1_to_nearest_direct,SH_PA_04,2016,GTA_PA_0060,60.62641014868053
tier1_to_nearest_direct,SH_PA_04,2017,GTA_PA_0019,12.41985656641902
tier1_to_nearest_direct,SH_PA_04,2017,GTA_PA_0044,15.662884694725419
tier1_to_nearest_direct,SH_PA_04,2017,GTA_PA_0059,69.47943957177402
tier1_to_nearest_direct,SH_PA_04,2017,GTA_PA_0064,40.34323404127193
tier1_to_nearest_direct,SH_PA_04,2018,GTA_PA_0003,65.05045824845499
tier1_to_nearest_direct,SH_PA_04,2018,GTA_PA_0023,40.622707369849266
tier1_to_nearest_direct,SH_PA_04,2018,GTA_PA_0028,52.263109965475
tier1_to_nearest_direct,SH_PA_04,2018,GTA_PA_0048,60.62641014868053
tier1_to_nearest_direct,SH_PA_04,2018,GTA_PA_0063,6.132678747791739
tier1_to_nearest_direct,SH_RO_01,2013,GTA_RO_0033,25.697766412072916
tier1_to_nearest_direct,SH_RO_01,2013,GTA_RO_0053,59.09531294061834
tier1_to_nearest_direct,SH_RO_01,2014,GTA_RO_0037,4.330775630517346
tier1_to_nearest_direct,SH_RO_01,2014,GTA_RO_0057,53.505000283545066
tier1_to_nearest_direct,SH_RO_01,2015,GTA_RO_0001,40.087598467252896
tier1_to_nearest_direct,SH_RO_01,2015,GTA_RO_0041,46.59981303190401
tier1_to_nearest_direct,SH_RO_01,2015,GTA_RO_0061,30.378137954665178
tier1_to_nearest_direct,SH_RO_01,2016,GTA_RO_0005,67.08065596953865
tier1_to_nearest_direct,SH_RO_01,2016,GTA_RO_0025,8.580948868483453
tier1_to_nearest_direct,SH_RO_01,2016,GTA_RO_0045,31.28834511621583
tier1_to_nearest_direct,SH_RO_01,2016,GTA_RO_0065,25.697766412072916
tier1_to_nearest_direct,SH_RO_01,2017,GTA_RO_0009,67.08065596953865
tier1_to_nearest_direct,SH_RO_01,2017,GTA_RO_0029,4.330775630517346
tier1_to_nearest_direct,SH_RO_01,2017,GTA_RO_0034,207.3331042051203
tier1_to_nearest_direct,SH_RO_01,2017,GTA_RO_0069,8.580948868483453
tier1_to_nearest_direct,SH_RO_01,2018,GTA_RO_0033,25.697766412072916
tier1_to_nearest_direct,SH_RO_01,2018,GTA_RO_0053,59.09531294061834
tier1_to_nearest_direct,SH_RO_02,2013,GTA_RO_0003,39.142381052296976
tier1_to_nearest_direct,SH_RO_02,2013,GTA_RO_0018,50.729858469877236
tier1_to_nearest_direct,SH_RO_02,2013,GTA_RO_0033,23.375727556801884
tier1_to_nearest_direct,SH_RO_02,2013,GTA_RO_0053,13.492837974388152
tier1_to_nearest_direct,SH_RO_02,2014,GTA_RO_0022,13.0890875503197
tier1_to_nearest_direct,SH_RO_02,2014,GTA_RO_0037,4.330775630517346
tier1_to_nearest_direct,SH_RO_02,2014,GTA_RO_0057,9.527311124038938
tier1_to_nearest_direct,SH_RO_02,2014,GTA_RO_0062,26.64342655576706
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0001,40.087598467252896
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0006,60.435516653018595
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0026,28.58880056949723
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0041,50.729858469877236
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0046,59.49113634421839
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0061,56.2801070406365
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0066,9.527311124038938
tier1_to_nearest_direct,SH_RO_02,2015,GTA_RO_0071,182.06701638169568
tier1_to_nearest_direct,SH_RO_02,2016,GTA_RO_0005,35.121600247035545
tier1_to_nearest_direct,SH_RO_02,2016,GTA_RO_0010,13.492837974388152
tier1_to_nearest_direct,SH_RO_02,2016,GTA_RO_0025,8.580948868483453
tier1_to_nearest_direct,SH_RO_02,2016,GTA_RO_0045,22.252476888459665
tier1_to_nearest_direct,SH_RO_02,2016,GTA_RO_0050,26.64342655576706
tier1_to_nearest_direct,SH_RO_02,2016,GTA_RO_0065,13.0890875503197
tier1_to_nearest_direct,SH_RO_02,2017,GTA_RO_0009,31.020529290968074
tier1_to_nearest_direct,SH_RO_02,2017,GTA_RO_0014,18.811358771459183
tier1_to_nearest_direct,SH_RO_02,2017,GTA_RO_0029,4.330775630517346
tier1_to_nearest_direct,SH_RO_02,2017,GTA_RO_0049,38.461518626163645
tier1_to_nearest_direct,SH_RO_02,2017,GTA_RO_0069,8.580948868483453
tier1_to_nearest_direct,SH_RO_02,2018,GTA_RO_0003,39.142381052296976
tier1_to_nearest_direct,SH_RO_02,2018,GTA_RO_0018,50.729858469877236
tier1_to_nearest_direct,SH_RO_02,2018,GTA_RO_0033,23.375727556801884
tier1_to_nearest_direct,SH_RO_02,2018,GTA_RO_0053,13.492837974388152
tier1_to_nearest_direct,SH_RO_03,2013,GTA_RO_0003,43.87106863575939
tier1_to_nearest_direct,SH_RO_03,2013,GTA_RO_0023,25.83582682516311
tier1_to_nearest_direct,SH_RO_03,2014,GTA_RO_0007,21.3673998161
tier1_to_nearest_direct,SH_RO_03,2014,GTA_RO_0027,30.29393876662519
tier1_to_nearest_direct,SH_RO_03,2014,GTA_RO_0072,75.0540088010938
tier1_to_nearest_direct,SH_RO_03,2015,GTA_RO_0051,25.83582682516311
tier1_to_nearest_direct,SH_RO_03,2015,GTA_RO_0056,150.34625939643988
tier1_to_nearest_direct,SH_RO_03,2015,GTA_RO_0071,68.93826762013312
tier1_to_nearest_direct,SH_RO_03,2016,GTA_RO_0020,67.80090204340222
tier1_to_nearest_direct,SH_RO_03,2017,GTA_RO_0039,26.49436699293386
tier1_to_nearest_direct,SH_RO_03,2017,GTA_RO_0044,16.05705036792768
tier1_to_nearest_direct,SH_RO_03,2017,GTA_RO_0049,269.49564862782375
tier1_to_nearest_direct,SH_RO_03,2018,GTA_RO_0003,43.87106863575939
tier1_to_nearest_direct,SH_RO_03,2018,GTA_RO_0023,25.83582682516311
tier1_to_nearest_direct,SH_RO_04,2013,GTA_RO_0023,25.83582682516311
tier1_to_nearest_direct,SH_RO_04,2014,GTA_RO_0007,95.10505994509641
tier1_to_nearest_direct,SH_RO_04,2014,GTA_RO_0027,40.903692881658706
tier1_to_nearest_direct,SH_RO_04,2014,GTA_RO_0032,83.88491304543291
tier1_to_nearest_direct,SH_RO_04,2015,GTA_RO_0016,33.402331540609076
tier1_to_nearest_direct,SH_RO_04,2015,GTA_RO_0051,25.83582682516311
tier1_to_nearest_direct,SH_RO_04,2016,GTA_RO_0030,170.72879757987047
tier1_to_nearest_direct,SH_RO_04,2016,GTA_RO_0060,30.144578116846734
tier1_to_nearest_direct,SH_RO_04,2017,GTA_RO_0004,49.99702206326047
tier1_to_nearest_direct,SH_RO_04,2017,GTA_RO_0039,40.903692881658706
tier1_to_nearest_direct,SH_RO_04,2018,GTA_RO_0023,25.83582682516311
CA_to_nearest_non_CA_slaughterhouse,SH_MT_02,0,MT,143.28580819797904
CA_to_nearest_non_CA_slaughterhouse,SH_MT_04,0,MT,116.04720685767727
CA_to_nearest_non_CA_slaughterhouse,SH_PA_01,0,PA,154.5282263766986
CA_to_nearest_non_CA_slaughterhouse,SH_PA_03,0,PA,151.16079046123338
CA_to_nearest_non_CA_slaughterhouse,SH_RO_01,0,RO,72.34509268384627
CA_to_nearest_non_CA_slaughterhouse,SH_RO_03,0,RO,84.23377656228193
